sbd,toán,ngữ văn,lịch sử,địa lí,giáo dục công dân,sinh học,vật lý,hóa học,ngoại ngữ
4000432,6.4,7,7.25,7.5,9.25,-1,-1,-1,2.6
4000433,8,7.75,5.75,6.5,9.25,-1,-1,-1,9.4
4000434,7.4,6.75,4.75,6,9.5,-1,-1,-1,4
4000435,6.2,8.75,6.25,6,8.5,-1,-1,-1,7.6
4000436,7.2,6,-1,-1,-1,6,7,7,6.2
4000437,8,7.5,-1,-1,-1,8,5,8,4
4000438,7,5.75,-1,-1,-1,6,7,8,6.6
4000439,6.8,6.25,4.25,5.75,8.25,-1,-1,-1,5.8
4000440,6.8,4.5,6,6,6,-1,-1,-1,3.4
4000441,7.6,6.25,-1,-1,-1,6,6,8,4.8
4000442,6,8.5,7.75,6.75,7.5,-1,-1,-1,8.2
4000443,5.4,6.75,-1,-1,-1,5,6,4,7.2
4000444,7.8,8.5,7,6,8,-1,-1,-1,3.2
4000445,7.4,7,6.5,7,7.75,-1,-1,-1,7
4000446,6.8,4.5,-1,-1,-1,4,6,7,3.6
4000447,6.4,7.5,3.75,5,9.25,-1,-1,-1,3.6
4000448,5.6,4.5,4.75,3.25,6.25,-1,-1,-1,2
4000449,5.4,7.25,7,5.5,9.25,-1,-1,-1,8.8
4000450,7.8,7.5,5.25,6.75,8.5,-1,-1,-1,9.8
4000451,4.6,5.75,-1,-1,-1,5,4,6,4.2
4000452,6.4,6.5,5.5,4.75,7.5,-1,-1,-1,3.8
4000453,8,6.75,-1,-1,-1,6,6,8,4
4000454,7.6,5,5.25,5.25,8.25,-1,-1,-1,4.6
4000455,6.6,8.25,8.25,6,9.75,-1,-1,-1,8.8
4000456,7.4,6.25,-1,-1,-1,8,4,7,5.4
4000457,8,9,-1,-1,-1,7,7,6,8.6
4000458,7.2,7,-1,-1,-1,4,6,8,4.6
4000459,6.4,6.75,4.75,4.75,6.25,-1,-1,-1,4
4000460,5.8,-1,4.75,-1,-1,-1,-1,-1,4.6
4000461,8.8,7.25,-1,-1,-1,6,8,5,6.2
4000462,9.2,6.25,-1,-1,-1,8,7,8,7.8
4000463,7.2,6.75,-1,-1,-1,6,8,5,6.8
4000464,8.2,5.5,-1,-1,-1,6,8,5,9.4
4000465,9.2,6.75,-1,-1,-1,6,8,7,8.2
4000466,8,5.25,-1,-1,-1,4,7,8,5.8
4000467,7.6,6,-1,-1,-1,4,7,8,3.2
4000468,7.4,4.25,-1,-1,-1,6,8,7,6
4000469,8.4,7.25,-1,-1,-1,7,8,9,5
4000470,8.8,3.75,-1,-1,-1,6,8,5,8.6
4000471,8.2,6,-1,-1,-1,8,4,9,5.6
4000472,7.4,6.5,-1,-1,-1,6,6,7,5.6
4000473,8.4,7,-1,-1,-1,6,8,6,9.2
4000474,7.2,6.75,-1,-1,-1,6,6,8,4
4000475,7.8,6.25,-1,-1,-1,5,7,7,6.2
4000476,6.6,6.75,-1,-1,-1,6,4,4,7.8
4000477,7.4,4.5,-1,-1,-1,5,7,7,5.6
4000478,7.4,6.5,-1,-1,-1,7,6,8,7.2
4000479,5.4,5.5,-1,-1,-1,8,5,8,4.8
4000480,3.6,6,-1,-1,-1,6,2,6,4.6
4000481,7.6,9,-1,-1,-1,8,8,8,8.4
4000482,7.2,5.75,-1,-1,-1,7,6,7,6.4
4000483,7.4,7,-1,-1,-1,6,7,8,5.8
4000484,8,8.25,6.5,6,8.75,-1,-1,-1,8.6
4000485,7.4,7,8,7,9.75,-1,-1,-1,9
4000486,5,4,7.25,5.25,8,-1,-1,-1,7
4000487,7.4,4.5,-1,-1,-1,7,6,5,5.6
4000488,7,7.5,-1,-1,-1,5,5,4,6.8
4000489,8,6.75,-1,-1,-1,7,8,8,6.6
4000490,3.8,4,4.5,5.25,6.75,-1,-1,-1,2.2
4000491,7.4,7.25,9.5,7.25,8.75,-1,-1,-1,2.8
4000492,7.8,6.5,-1,-1,-1,6,6,4,4.8
4000493,8.4,6,-1,-1,-1,9,4,8,3.6
4000494,7.8,6.25,-1,-1,-1,5,8,5,9.2
4000495,6.8,4.25,-1,-1,-1,6,6,6,3.2
4000496,7.6,6,-1,-1,-1,7,8,5,7.6
4000497,6.4,5.5,-1,-1,-1,6,6,4,5.4
4000498,4.8,3.75,6,6.25,6.25,-1,-1,-1,3.4
4000499,6,6,5,4.5,8.5,-1,-1,-1,7.6
4000500,7.6,6,-1,-1,-1,5,6,7,6
4000501,8.8,7.5,-1,-1,-1,7,8,6,9
4000502,7.6,6,-1,-1,-1,8,5,5,5.2
4000503,8.8,7.5,-1,-1,-1,9,7,8,9.2
4000504,7.4,6,-1,-1,-1,6,8,8,6.4
4000505,7.8,7,-1,-1,-1,6,8,8,7
4000506,7.8,4.75,-1,-1,-1,6,7,6,3
4000507,7.4,7.25,6.75,5.75,8,-1,-1,-1,6.6
4000508,4.8,4.5,4,6.25,8,-1,-1,-1,5
4000509,7.6,6.5,3.5,3.5,7,-1,-1,-1,8
4000510,8.2,5.75,-1,-1,-1,6,7,4,9.2
4000511,5.4,4.5,2.5,4.5,5.5,-1,-1,-1,2.4
4000512,6,7.5,7.25,5.75,10,-1,-1,-1,7.2
4000513,7,5.5,-1,-1,-1,8,6,7,4
4000514,7.6,6.5,-1,-1,-1,7,7,7,7
4000515,8.6,5.5,-1,-1,-1,8,4,8,2.4
4000516,6,6.25,5.25,5.75,6.75,-1,-1,-1,5.8
4000517,5.6,6.5,7,5,8.25,-1,-1,-1,8.2
4000518,8.2,5.5,-1,-1,-1,6,8,7,4.6
4000519,6,4.75,-1,-1,-1,4,5,5,3
4000520,7,5.25,7,6.75,8,-1,-1,-1,5.4
4000521,8.4,5.5,-1,-1,-1,4,9,4,6.4
4000522,7.8,4,-1,-1,-1,7,8,5,5.8
4000523,7.8,7.5,3.25,4.5,7.75,-1,-1,-1,8.2
4000524,6.2,4.5,-1,-1,-1,5,5,4,6.2
4000525,7,2.75,-1,-1,-1,6,6,7,5.2
4000526,6.4,6.25,3.5,4.75,7.75,-1,-1,-1,8
4000527,5.2,4.5,6,6.75,7,-1,-1,-1,3.4
4000528,7.4,5.5,-1,-1,-1,4,8,6,5.6
4000529,6.8,7.25,5.5,4.25,8,-1,-1,-1,6.8
4000530,3.8,6.25,6,6.25,9.25,-1,-1,-1,-1
4000531,7,7.5,7.25,6.25,8.5,-1,-1,-1,7.8
4000532,7.6,6.5,-1,-1,-1,5,7,8,6.4
4000533,8.4,8,6.5,6.25,9.5,-1,-1,-1,7
4000534,6.4,7.5,8.25,8.5,9.75,-1,-1,-1,4.2
4000535,8.2,6.25,-1,-1,-1,4,7,8,2.6
4000536,6.4,3.75,-1,-1,-1,3,5,6,3.2
4000537,7.2,5.25,-1,-1,-1,4,8,4,-1
4000538,7,6.5,8,6.5,8.75,-1,-1,-1,4.8
4000539,6.6,3.5,-1,-1,-1,6,6,5,8.4
4000540,7.4,4.75,-1,-1,-1,4,7,7,4.4
4000541,8.6,5,-1,-1,-1,6,8,8,5.6
4000542,1.6,5.5,5.25,5,8,-1,-1,-1,2.6
4000543,6.8,4.25,-1,-1,-1,3,6,6,2.4
4000544,7.4,5,-1,-1,-1,8,8,8,4.2
4000545,7.8,4.5,-1,-1,-1,4,6,5,8.2
4000546,8.2,5.75,-1,-1,-1,6,9,4,9.6
4000547,8,5,-1,-1,-1,5,9,8,5.8
4000548,7,6.75,-1,-1,-1,7,5,7,5.6
4000549,6.8,6.5,-1,-1,-1,7,6,8,4.8
4000550,4.6,4.75,4.25,5.75,6.25,-1,-1,-1,2.4
4000551,8,5,-1,-1,-1,4,8,8,3.8
4000552,8,5.25,-1,-1,-1,7,6,8,4.4
4000553,8,4,-1,-1,-1,4,7,4,9.4
4000554,7.4,4,8,8.25,9.5,-1,-1,-1,8.6
4000555,8,8.75,5.25,5,5,-1,-1,-1,7.8
4000556,8.4,8.25,-1,-1,-1,7,9,7,9.8
4000557,7.8,3.25,-1,-1,-1,6,6,5,4
4000558,7.4,5,-1,-1,-1,6,7,6,6.2
4000559,7.2,5.75,-1,-1,-1,6,7,4,6
4000560,8.4,6.5,-1,-1,-1,9,4,9,4.2
4000561,8.2,4,-1,-1,-1,4,7,4,7.2
4000562,8,4.25,-1,-1,-1,5,8,9,5
4000563,7.6,7,-1,-1,-1,6,5,8,4.8
4000564,7.8,6.5,-1,-1,-1,7,8,8,6.2
4000565,6.2,6.25,5.5,6.5,7.75,-1,-1,-1,5.2
4000566,6.8,8,4,4.5,6.5,-1,-1,-1,6.6
4000567,7.8,6.5,-1,-1,-1,4,9,7,2.8
4000568,4.2,6.25,3.75,2.75,7,-1,-1,-1,4.2
4000569,5.6,5.5,9,7.25,9.25,-1,-1,-1,3.4
4000570,8.4,5.25,-1,-1,-1,7,7,8,3
4000571,6.6,4.5,-1,-1,-1,5,3,5,3.6
4000572,6.4,4.5,-1,-1,-1,6,6,4,3.2
4000573,7.2,5.5,-1,-1,-1,5,4,4,3.4
4000574,7,6.25,-1,-1,-1,6,7,8,4.2
4000575,7.8,7.5,4.5,5.75,9.25,-1,-1,-1,6.2
4000576,8.2,5.5,-1,-1,-1,6,8,8,9
4000577,6.4,7.5,7.5,6,8.5,-1,-1,-1,8
4000578,7.4,6,-1,-1,-1,6,8,8,7
4000579,-1,-1,-1,-1,-1,-1,-1,-1,-1
4000580,3,8,5.5,7,8,-1,-1,-1,3
4000581,4.6,5.25,2.75,5.25,6.5,-1,-1,-1,1.8
4000582,7.8,6.25,5.5,3.5,8,-1,-1,-1,7.6
4000583,3.6,6.5,3.5,5.75,6.5,-1,-1,-1,4.6
4000584,8.2,6.25,-1,-1,-1,7,7,7,7.2
4000585,8.2,5.25,4.75,5.5,9,-1,-1,-1,8.6
4000586,6.4,5.5,-1,-1,-1,4,4,3,7.2
4000587,5.8,8.25,5.25,5.25,8.75,-1,-1,-1,5.8
4000588,7.6,7.75,5.75,6.5,10,-1,-1,-1,8.2
4000589,5.8,7.5,4.75,6.25,7.5,-1,-1,-1,8.6
4000590,2.8,4.5,4.5,4.5,6.5,-1,-1,-1,2.6
4000591,6.4,5.75,2.25,5.25,8.25,-1,-1,-1,6
4000592,6.4,7.25,3.25,4,7.5,-1,-1,-1,7.6
4000593,7.6,6.25,6,5.75,7,-1,-1,-1,7.4
4000594,6,7,6.25,6.5,9,-1,-1,-1,5.4
4000595,4.8,8,5.5,4.5,6.75,-1,-1,-1,7
4000596,4.6,7.5,8,8.25,9,-1,-1,-1,6.8
4000597,7.2,5.5,-1,-1,-1,5,4,4,2.6
4000598,7.2,6,-1,-1,-1,8,5,6,4.2
4000599,5.6,6.25,8.25,10,9.75,-1,-1,-1,4.6
4000600,7.4,7.5,4.25,4.25,8.5,-1,-1,-1,9
4000601,6,7.25,7.75,8.25,9,-1,-1,-1,5.4
4000602,5.8,4.75,-1,-1,-1,5,4,7,8
4000603,7.8,6,-1,-1,-1,6,8,4,8.2
4000604,7.4,6,-1,-1,-1,4,4,8,7.8
4000605,6.4,5.75,6.25,6.25,8,-1,-1,-1,7
4000606,7.2,4,-1,-1,-1,4,6,3,8.2
4000607,8.2,5.5,-1,-1,-1,7,8,6,8.6
4000608,7.6,5.5,-1,-1,-1,4,6,7,5
4000609,6.8,7,-1,-1,-1,5,6,4,5.2
4000610,6.8,4.5,-1,-1,-1,5,7,7,8.4
4000611,7.8,5.5,-1,-1,-1,6,7,8,5.2
4000612,5,4,5.5,5.5,8.75,-1,-1,-1,5.4
4000613,7.6,8,7.25,7.25,9.75,-1,-1,-1,8.6
4000614,7.4,7.25,5.75,6,9,-1,-1,-1,4.6
4000615,8,5.25,-1,-1,-1,5,8,6,8
4000616,6.6,6.25,4.75,4.5,8.25,-1,-1,-1,7.2
4000617,6.8,7,-1,-1,-1,8,2,8,6
4000618,8.2,8.5,-1,-1,-1,7,8,8,7.8
4000619,7.2,5.75,4,5.75,8.25,-1,-1,-1,6.4
4000620,7.6,5.5,-1,-1,-1,6,8,4,9
4000621,6.6,5.75,5.25,5.75,8.5,-1,-1,-1,3
4000622,5,5,-1,-1,-1,4,4,5,3.2
4000623,8.2,7,5.75,6.25,8.75,-1,-1,-1,5.4
4000624,7.8,5,-1,-1,-1,7,6,8,5.8
4000625,7.4,7,7.75,5.75,8.75,-1,-1,-1,5.8
4000626,5.4,6,-1,-1,-1,6,4,4,3.8
4000627,8.2,5.25,-1,-1,-1,6,8,8,5.8
4000628,2.8,4,4,5.75,6.5,-1,-1,-1,2.8
4000629,6.6,6.75,-1,-1,-1,5,6,6,4.2
4000630,8,6,-1,-1,-1,6,5,5,8.2
4000631,8,5.5,-1,-1,-1,7,6,9,6
4000632,8.2,7,-1,-1,-1,6,8,6,7.2
4000633,7.8,5.25,-1,-1,-1,6,8,4,8
4000634,4.2,6,5.5,4.25,7.25,-1,-1,-1,5.6
4000635,7.2,7.5,-1,-1,-1,6,8,4,7.6
4000636,4.4,7,8.5,5.75,8.25,-1,-1,-1,3.2
4000637,7.2,7.25,6.75,6.5,9,-1,-1,-1,8.8
4000638,7.2,6,5.25,5.75,8.5,-1,-1,-1,5.2
4000639,8.6,7.75,-1,-1,-1,7,8,7,8.6
4000640,5.6,6.25,7,7.25,6,-1,-1,-1,6.2
4000641,6.6,5.75,5.25,6.25,8,-1,-1,-1,4.2
4000642,5.8,6.5,-1,-1,-1,6,3,6,5.6
4000643,5.8,6,4.25,5.75,7.5,-1,-1,-1,5.4
4000644,7.4,5.5,7,6,6.75,-1,-1,-1,7.6
4000645,4.4,6.25,4.75,5.25,8.75,-1,-1,-1,7.8
4000646,7,5,4.5,5.75,7.25,-1,-1,-1,4
4000647,7.6,5,-1,-1,-1,6,7,4,7.2
4000648,6.6,7.25,-1,-1,-1,5,7,8,4.2
4000649,5.8,7,4.25,6.25,7,-1,-1,-1,4.4
4000650,7.6,7,-1,-1,-1,6,7,5,3.6
4000651,2,2.25,4.25,2.75,6.25,-1,-1,-1,2
4000652,6.4,5.5,6,5,8,-1,-1,-1,3.8
4000653,6,6.75,7.25,5.5,9.5,-1,-1,-1,6
4000654,6.4,7,6,6.25,7,-1,-1,-1,5.6
4000655,5.6,6.5,3.5,4,7.5,-1,-1,-1,5.8
4000656,3.2,5.75,5.5,4.75,6.5,-1,-1,-1,3.2
4000657,6.8,7,9,8.75,9.75,-1,-1,-1,9.6
4000658,6.6,6.25,4.5,4.75,7.25,-1,-1,-1,3.2
4000659,5.2,6,5,5,6.5,-1,-1,-1,6
4000660,6,6.75,8,5.75,8,-1,-1,-1,5
4000661,4.6,5.75,4.75,5.25,7.75,-1,-1,-1,2.8
4000662,3.6,3.75,4.75,5.75,8,-1,-1,-1,4.2
4000663,6.4,6.25,5,5.5,7.25,-1,-1,-1,4.6
4000664,5.6,5,3.5,4.75,5.75,-1,-1,-1,2
4000665,6.2,5,4,5.5,9,-1,-1,-1,4.6
4000666,8,8,5.25,7,9.25,-1,-1,-1,8.8
4000667,6,8.5,9.25,8.75,9.25,-1,-1,-1,7.4
4000668,7.8,6.25,7.25,7,9.25,-1,-1,-1,6
4000669,7.4,5.75,5.75,5.75,8.5,-1,-1,-1,7.6
4000670,7.6,6.5,5.25,5.25,8.5,-1,-1,-1,5
4000671,6.6,8.25,7.25,6,9.25,-1,-1,-1,6.4
4000672,5.2,5.5,5.75,6.5,8,-1,-1,-1,4
4000673,6.4,7,7.25,6.25,9,-1,-1,-1,7.8
4000674,4,7,5.25,7,8.5,-1,-1,-1,4.8
4000675,4.8,7,4.25,4,7,-1,-1,-1,4.2
4000676,5.4,7.25,4.75,6.75,8.25,-1,-1,-1,4
4000677,4.4,3.75,5,6.25,8.75,-1,-1,-1,2.4
4000678,5,7,6.5,7,7,-1,-1,-1,4.2
4000679,7,7.25,5.25,6.5,8.5,-1,-1,-1,8.2
4000680,7.4,6.25,6.75,5.75,8.75,-1,-1,-1,8.4
4000681,6.4,6,6,6.75,9,-1,-1,-1,5.8
4000682,4.6,6.75,6.75,6.25,7,-1,-1,-1,4.4
4000683,8.2,7.5,8,7,8.75,-1,-1,-1,7.2
4000684,6.8,8.5,8.25,6.75,9.75,-1,-1,-1,8.2
4000685,8.2,8,7.5,7.5,9.5,-1,-1,-1,9
4000686,6.6,8,6.25,7.25,9.75,-1,-1,-1,3.8
4000687,6.4,8.25,7.25,7.5,8.75,-1,-1,-1,8
4000688,7.2,7,5.25,5.5,8,-1,-1,-1,5.4
4000689,6.4,6,3.75,4.25,9,-1,-1,-1,2.2
4000690,8.4,8,6.5,6.5,9.25,-1,-1,-1,8.4
4000691,7,7.5,6.5,6.75,9.5,-1,-1,-1,6.8
4000692,6,6.75,5,6.25,8.5,-1,-1,-1,6.6
4000693,7.2,7.5,6.25,6,7.75,-1,-1,-1,4.8
4000694,7.4,7,6.75,6,9,-1,-1,-1,7.2
4000695,7,7.5,6.75,5.75,8.25,-1,-1,-1,3
4000696,2.8,4,3,2.5,3.25,-1,-1,-1,1.4
4000697,5.4,5,5.75,5.25,7.5,-1,-1,-1,3
4000698,5,5.25,8.75,6.25,9,-1,-1,-1,4.4
4000699,7.6,6.5,6.25,5.25,7.25,-1,-1,-1,4.8
4000700,5.6,4.5,6.75,4.25,8,-1,-1,-1,4.8
4000701,7,5.5,4.25,4.5,7.75,-1,-1,-1,5.6
4000702,3.6,6.75,6.25,6.25,8.5,-1,-1,-1,4.4
4000703,7.2,6.75,5.75,4.75,8.25,-1,-1,-1,6
4000704,5.8,5.75,5.25,6.75,8,-1,-1,-1,5.8
4000705,6.4,5.5,6.75,5.5,8,-1,-1,-1,2.8
4000706,7.8,7.75,6.5,6.5,7,-1,-1,-1,6.6
4000707,4.6,6,8.5,6,8.5,-1,-1,-1,2.2
4000708,4.4,4,3.5,6.25,6,-1,-1,-1,3
4000709,6.6,5,6,6.25,7,-1,-1,-1,6
4000710,5.8,6.5,4.25,6.75,7.75,-1,-1,-1,2.8
4000711,7,8,5.5,5.25,7.5,-1,-1,-1,7
4000712,6.6,7,4,6.75,9.25,-1,-1,-1,4.6
4000713,3.8,6.25,3.75,5.25,7.5,-1,-1,-1,2
4000714,3.4,6.75,5.5,5.25,8.75,-1,-1,-1,4.2
4000715,6.6,7.5,6,8,8.25,-1,-1,-1,8
4000716,6,6.25,3.5,5,8,-1,-1,-1,7.4
4000717,5.8,5.5,-1,-1,-1,6,4,4,-1
4000718,8.4,7.5,-1,-1,-1,7,6,4,7.4
4000719,7.4,6,-1,-1,-1,6,7,5,7.2
4000720,8.6,4.5,-1,-1,-1,6,7,7,9.2
4000721,5.4,5.5,-1,-1,-1,5,5,4,3.6
4000722,6.6,6.5,-1,-1,-1,8,4,8,5.2
4000723,7.4,6.75,-1,-1,-1,7,7,8,4.8
4000724,7,5,-1,-1,-1,5,6,8,2.4
4000725,7.4,4.75,-1,-1,-1,7,7,8,4.6
4000726,7.8,5.25,-1,-1,-1,6,6,5,8.4
4000727,7.6,5.5,-1,-1,-1,4,5,3,5.8
4000728,8.8,6.25,-1,-1,-1,8,9,9,4.6
4000729,8.6,6.75,-1,-1,-1,7,8,8,7.8
4000730,6.6,6,-1,-1,-1,6,6,6,3.8
4000731,8,8,-1,-1,-1,6,8,5,8.2
4000732,7.4,7,-1,-1,-1,7,9,7,5.2
4000733,6.4,5.75,-1,-1,-1,7,6,7,6
4000734,8.2,7.5,-1,-1,-1,6,8,7,8.4
4000735,6.2,4.5,-1,-1,-1,5,7,5,6.2
4000736,5.8,5.25,-1,-1,-1,4,5,4,5.8
4000737,7.4,5.25,-1,-1,-1,8,6,8,4.4
4000738,7.4,5.25,-1,-1,-1,6,7,7,6.6
4000739,8.2,6.5,-1,-1,-1,9,6,7,2.6
4000740,8.4,7,-1,-1,-1,10,5,9,9
4000741,6.6,5.5,-1,-1,-1,7,5,8,7
4000742,7.4,6.75,-1,-1,-1,6,8,8,4
4000743,7.8,6.5,-1,-1,-1,7,8,6,7
4000744,7.8,4.5,-1,-1,-1,6,8,8,6.4
4000745,8.4,4,-1,-1,-1,6,9,5,8.8
4000746,7,5.5,-1,-1,-1,2,8,7,3.2
4000747,7.6,4.25,-1,-1,-1,6,6,3,6.6
4000748,7.8,5.5,-1,-1,-1,8,4,8,3.2
4000749,7.2,5.25,-1,-1,-1,6,8,7,8
4000750,7.6,6,-1,-1,-1,4,8,8,3.2
4000751,7.4,6.25,-1,-1,-1,6,8,4,7.2
4000752,7.6,6.25,-1,-1,-1,6,5,7,7.2
4000753,6.6,7.5,-1,-1,-1,6,7,6,5.6
4000754,7.4,7.25,-1,-1,-1,5,8,6,6.4
4000755,6.8,5.5,-1,-1,-1,7,6,8,6
4000756,4,5.5,8,7.5,8.75,-1,-1,-1,4.2
4000757,7.8,6.5,-1,-1,-1,4,5,4,5.4
4000758,6,5,-1,-1,-1,6,5,7,4
4000759,7.2,5.5,-1,-1,-1,6,6,6,7.6
4000760,6.8,5.75,-1,-1,-1,5,8,6,4.8
4000761,6.6,5.5,6.5,7.25,9,-1,-1,-1,5
4000762,9,5.25,-1,-1,-1,6,8,6,7.8
4000763,4.4,4.75,4.5,3.75,7.75,-1,-1,-1,3.4
4000764,7,6,-1,-1,-1,6,5,7,5
4000765,6.6,7,-1,-1,-1,5,4,7,6.4
4000766,5.6,7,5.25,6.75,7.5,-1,-1,-1,7.8
4000767,8,6.75,-1,-1,-1,6,9,8,4
4000768,6.8,5.75,-1,-1,-1,5,7,4,7.8
4000769,7.6,8.5,-1,-1,-1,8,7,8,6
4000770,6.2,8.5,-1,-1,-1,5,4,4,7.4
4000771,8.4,7,-1,-1,-1,8,6,8,6.4
4000772,5.4,5.75,-1,-1,-1,6,4,4,3.4
4000773,6.6,5,-1,-1,-1,4,2,6,3.8
4000774,7.8,6.25,-1,-1,-1,6,7,8,4.2
4000775,7.8,5.75,-1,-1,-1,6,6,4,3.6
4000776,7.8,6.75,-1,-1,-1,7,8,7,6.6
4000777,8,6,-1,-1,-1,7,8,8,5.2
4000778,7.8,4.5,-1,-1,-1,6,7,7,4.6
4000779,6.6,6.25,-1,-1,-1,5,6,4,6.4
4000780,6.6,6,-1,-1,-1,4,8,7,3.6
4000781,8.4,7.25,-1,-1,-1,5,8,8,7.4
4000782,5.6,5,-1,-1,-1,6,4,7,2.8
4000783,7.8,6,-1,-1,-1,6,8,5,8.4
4000784,8,5.5,-1,-1,-1,3,6,7,4.2
4000785,7.8,4.5,-1,-1,-1,7,6,7,7
4000786,8.2,6,-1,-1,-1,7,8,6,7.2
4000787,7.8,5.5,-1,-1,-1,4,7,7,4.2
4000788,7.8,7,-1,-1,-1,5,6,8,6
4000789,6.6,5,-1,-1,-1,6,5,5,3.2
4000790,6.6,5.5,-1,-1,-1,5,6,5,4.4
4000791,7.4,6.25,-1,-1,-1,6,6,8,5.4
4000792,7,5.5,-1,-1,-1,6,6,6,7
4000793,7.4,7.25,-1,-1,-1,7,5,8,4.6
4000794,8,8,-1,-1,-1,6,8,7,8
4000795,6.6,7.75,-1,-1,-1,5,6,6,3
4000796,8.2,5,-1,-1,-1,6,7,6,7.8
4000797,7.4,4.25,-1,-1,-1,4,6,6,7.2
4000798,8.2,5.75,-1,-1,-1,7,8,8,6.8
4000799,7.6,3.25,-1,-1,-1,4,5,7,2.8
4000800,8.4,6.5,-1,-1,-1,5,6,9,9.2
4000801,6.6,3.75,-1,-1,-1,6,3,5,2.6
4000802,7.6,5.25,-1,-1,-1,8,8,6,8.4
4000803,8.2,7,-1,-1,-1,6,9,8,6.4
4000804,8.2,5,-1,-1,-1,6,8,6,8.2
4000805,8,7.25,-1,-1,-1,6,8,7,5.4
4000806,5.6,4.5,-1,-1,-1,7,3,4,2.4
4000807,8.8,5.5,-1,-1,-1,6,6,9,5.4
4000808,8.2,6.5,-1,-1,-1,6,8,8,7.2
4000809,6.4,6,-1,-1,-1,5,4,6,5.8
4000810,6.8,6,-1,-1,-1,6,8,8,5
4000811,9,6.75,-1,-1,-1,6,8,7,7.6
4000812,7.2,5,-1,-1,-1,5,6,2,6.6
4000813,6.2,5.75,-1,-1,-1,6,6,5,3.8
4000814,8,6.5,5.5,7.25,9.75,-1,-1,-1,2.6
4000815,6.8,7,6.75,7.5,9.5,-1,-1,-1,5.2
4000816,7,5.25,5.25,5.5,7.25,-1,-1,-1,6.6
4000817,3.8,6.75,4.75,5.25,9.25,-1,-1,-1,5.4
4000818,6.2,6.75,4.75,4.5,6.5,-1,-1,-1,3
4000819,5.2,5.75,7.75,5.5,7.5,-1,-1,-1,4
4000820,7,6.75,5,5.5,7.25,-1,-1,-1,6
4000821,6.6,6.25,6.5,5.25,8.5,-1,-1,-1,4.8
4000822,8,6.25,-1,-1,-1,8,9,9,2.2
4000823,6,5.25,5.25,3.75,6.5,-1,-1,-1,5.6
4000824,6.2,7,-1,-1,-1,8,6,6,8
4000825,7.2,7,-1,-1,-1,6,6,9,5.2
4000826,2.4,2.75,-1,-1,-1,4,2,4,3
4000827,6,3.75,-1,-1,-1,6,5,3,6.2
4000828,6.6,4,-1,-1,-1,5,4,4,2.6
4000829,7.4,6.75,7.75,5.25,8,-1,-1,-1,4.6
4000830,8.6,5,-1,-1,-1,7,8,6,8.6
4000831,7.2,6.25,-1,-1,-1,4,8,9,5.6
4000832,6.6,5.75,6.25,6.25,7.75,-1,-1,-1,5
4000833,5.2,5.5,7.25,7.5,8.5,-1,-1,-1,6
4000834,6.4,4,-1,-1,-1,5,8,6,4
4000835,7.2,6.75,-1,-1,-1,5,8,8,5.4
4000836,6,5,6.25,7.25,8,-1,-1,-1,3.2
4000837,7.8,4.5,-1,-1,-1,5,4,3,3.4
4000838,5.2,5,5.5,4,8.75,-1,-1,-1,2
4000839,7.4,5.25,-1,-1,-1,4,7,8,2.4
4000840,6.6,4.25,-1,-1,-1,6,5,6,4
4000841,8,5,-1,-1,-1,6,7,8,8.6
4000842,9,4.25,-1,-1,-1,4,9,9,5.2
4000843,9.2,4.75,-1,-1,-1,6,8,8,3.2
4000844,3.2,6.5,6,3.75,6,-1,-1,-1,2.2
4000845,7.8,6.75,6,6,9.5,-1,-1,-1,7.8
4000846,5,6.5,4.75,4.75,6.25,-1,-1,-1,3.8
4000847,7.8,7.75,9.5,9.25,9,-1,-1,-1,3.6
4000848,6.6,8,7,6.25,8.75,-1,-1,-1,6.6
4000849,8.2,7.75,-1,-1,-1,6,8,6,8.2
4000850,6.6,6.5,-1,-1,-1,8,5,6,3.6
4000851,7.4,6.75,5,6,7.5,-1,-1,-1,4.8
4000852,6.6,4,5.5,5,7.5,-1,-1,-1,4.2
4000853,6.6,8.5,8.75,6.75,8.75,-1,-1,-1,6.8
4000854,2.2,4,6.25,5.5,5.75,-1,-1,-1,4.2
4000855,6.8,7.5,6.75,6,9,-1,-1,-1,6.6
4000856,6,6,-1,-1,-1,7,5,4,8.6
4000857,8.2,8,5,5,7.25,-1,-1,-1,6.8
4000858,8.6,7.5,-1,-1,-1,5,5,8,7
4000859,8.4,6,-1,-1,-1,8,6,9,6
4000860,7.4,8,5,5.5,8.75,-1,-1,-1,6.8
4000861,7.2,7.25,4,4.75,7.5,-1,-1,-1,6.4
4000862,7.2,8,4.5,5,8.5,-1,-1,-1,5.6
4000863,8,8.75,7.25,6.5,9.5,-1,-1,-1,7
4000864,6.8,8.25,7.75,6.75,7.75,-1,-1,-1,4.4
4000865,6.4,5.5,6.25,4,8.25,-1,-1,-1,7.8
4000866,7,6,-1,-1,-1,6,8,6,8
4000867,4.6,4,5,5.75,7.5,-1,-1,-1,3.8
4000868,7.6,6.5,5.5,6.5,7.5,-1,-1,-1,5.2
4000869,8.6,8.25,7.5,6.25,9.25,-1,-1,-1,7.8
4000870,7.2,7.5,-1,-1,-1,6,7,8,3
4000871,6.8,7.5,-1,-1,-1,7,4,6,3.4
4000872,8.6,9,6.5,5.25,9.5,-1,-1,-1,9
